"countryOnly","country","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","outliersOut","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Argentina","Argentina2010",11,0.542294898254736,0.57964570350971,0.232110829645982,0.251423181556795,-0.0965960011692193,-0.284308356238008,1.17022091067959,0,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Argentina","High income"
"Bangladesh","Bangladesh2013",12,0.615927228812678,0.666666666666667,0.218099237399077,0.225,0.122758621268224,0.117707488342251,0.575131266226351,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",5,0.315067538672368,0.308718820434273,0.0461360297839388,0.0275109170305677,0.00119954538275812,0.000195237823783188,0.800771030332636,1,5,0.315067538672368,0.308718820434273,0.0461360297839388,0.0275109170305677,0.00119954538275812,0.000195237823783188,0.800771030332636,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Chile","Chile2010",4,0.586319459301718,0.587747157186527,0.036177616141595,0.0380952380952381,-0.0272295884150652,-0.0106512666269605,4.65738013344576,1,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",96,0.366917449102328,0.395036942478364,0.194994963302422,0.3,-0.123553584239802,-0.127439065810684,0.389273995891688,-93,96,0.366917449102328,0.395036942478364,0.194994963302422,0.3,-0.123553584239802,-0.127439065810684,0.389273995891688,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",39,0.384845936552295,0.4,0.222857043751098,0.32,0.175225388030318,-0.0342970553386345,0.868417904438623,-38,39,0.384845936552295,0.4,0.222857043751098,0.32,0.175225388030318,-0.0342970553386345,0.868417904438623,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",5,0.303958298481292,0.282840880649807,0.12891445810063,0.175,-0.0604640449656711,-0.0588367346938775,3.08384092775099,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",515,0.544760412580631,0.596625409669008,0.196617717901794,0.252457757296467,0.0298924507337938,0.00535450622078658,0.571428571428571,-513,515,0.544760412580631,0.596625409669008,0.196617717901794,0.252457757296467,0.0298924507337938,0.00535450622078658,0.571428571428571,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",5,0.62909463689509,0.64671297856247,0.119035652596898,0.063575386410032,-0.035367664684022,-0.00949324293465097,0.585045780482711,-5,5,0.62909463689509,0.64671297856247,0.119035652596898,0.063575386410032,-0.035367664684022,-0.00949324293465097,0.585045780482711,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Iraq","Iraq2011",6,0.162174786774339,0.0389929696688281,0.298608278802765,0.276602564102564,0.0551509603236656,0.0232999991152165,0.544520181979272,0,NA,NA,NA,NA,NA,NA,NA,NA,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Israel","Israel2013",6,0.336067706530006,0.374566705508531,0.180378760241325,0.325,-0.126864522268193,-0.0969081303557031,0.832065343503009,-6,6,0.336067706530006,0.374566705508531,0.180378760241325,0.325,-0.126864522268193,-0.0969081303557031,0.832065343503009,"2013","Middle East and North Africa","Israel","High income"
"Kenya","Kenya2013",2,0.067287103389835,0.067287103389835,0.00107028067220412,0,-0.000468319721805995,-0.000504535147392289,1.56262115405397,5,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Kenya","Lower middle income"
"Mexico","Mexico2010",12,0.687838783812807,0.7,0.0972315158222066,0,0.0208699617933312,0.109355750584008,24.5541644713522,-6,12,0.687838783812807,0.7,0.0972315158222066,0,0.0208699617933312,0.109355750584008,24.5541644713522,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",8,0.572145042064054,0.434156104797586,0.256456815974423,0.367567567567567,0.0143722252647991,0.0679506227630877,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Pakistan","Pakistan2013",7,3.57857399805988,2.1257575669568,3.81741701321369,6.4952380952381,1.3188393062093,0.91725836929754,0.928875663060288,1,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Pakistan","Lower middle income"
"Peru","Peru2010",11,0.463879120749375,0.463660846720974,0.265481142038199,0.469405420746417,0.0611519166625903,0.0681661582330921,0.914190435602924,-11,11,0.463879120749375,0.463660846720974,0.265481142038199,0.469405420746417,0.0611519166625903,0.0681661582330921,0.914190435602924,"2010","Latin America and Caribbean","Peru","Upper middle income"
"Philippines","Philippines2009",81,0.492805274310417,0.551086140338534,0.31010145407953,0.509615384615385,-0.104842222614211,-0.109796720063793,4.17316471263036,-77,81,0.492805274310417,0.551086140338534,0.31010145407953,0.509615384615385,-0.104842222614211,-0.109796720063793,4.17316471263036,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",60,0.442949047090448,0.47241421579299,0.233254836660043,0.321761658031088,-0.037037369172919,0.0062977800433645,0.929482517296963,0,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"Serbia","Serbia2013",6,0.304883414233962,0.251796173023446,0.160529279517983,0.211633259714313,-0.0387289129856005,0.100242650062302,4.45403123139787,0,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Serbia","Upper middle income"
"Sweden","Sweden2014",10,0.413460882490018,0.452666567214471,0.187197067297644,0.308695454545455,-0.00618154998969967,-0.0278341204259353,1.04733070813386,-9,10,0.413460882490018,0.452666567214471,0.187197067297644,0.308695454545455,-0.00618154998969967,-0.0278341204259353,1.04733070813386,"2014","Europe and Central Asia","Sweden","High income"
